0.12 0.30 -0.15 0.93 
0.76 -0.03 0.04 0.65 
0.77 -0.03 0.04 0.64 
0.76 -0.03 0.04 0.64 
0.76 -0.03 0.04 0.65 
0.76 -0.03 0.04 0.65 
0.77 -0.03 0.04 0.64 
0.76 -0.03 0.04 0.65 
0.77 -0.03 0.04 0.63 
0.77 -0.03 0.04 0.64 
0.76 -0.03 0.04 0.64 
0.76 -0.03 0.04 0.65 
0.76 -0.03 0.04 0.64 
0.77 -0.03 0.04 0.64 
0.77 -0.03 0.04 0.64 
0.77 -0.03 0.04 0.64 
0.77 -0.03 0.04 0.64 
0.77 -0.03 0.04 0.64 
0.76 -0.03 0.04 0.64 
0.77 -0.03 0.04 0.64 
0.76 -0.03 0.04 0.64 
0.76 -0.03 0.04 0.64 
0.77 -0.03 0.04 0.64 
0.77 -0.03 0.04 0.64 
0.77 -0.03 0.04 0.64 
0.79 -0.03 0.05 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.79 -0.03 0.04 0.61 
0.79 -0.03 0.04 0.61 
0.80 -0.03 0.04 0.59 
0.81 -0.03 0.04 0.59 
0.80 -0.03 0.04 0.60 
0.81 -0.03 0.04 0.59 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.79 -0.03 0.04 0.61 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.79 -0.03 0.04 0.61 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.59 
0.80 -0.03 0.04 0.60 
0.79 -0.03 0.04 0.61 
0.80 -0.03 0.04 0.59 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.59 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.59 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.79 -0.03 0.04 0.61 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.79 -0.03 0.04 0.61 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.79 -0.03 0.04 0.61 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.79 -0.03 0.04 0.61 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.79 -0.03 0.04 0.61 
0.79 -0.03 0.04 0.60 
0.79 -0.03 0.04 0.61 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.79 -0.03 0.04 0.61 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.79 -0.03 0.04 0.61 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.79 -0.03 0.04 0.61 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.81 -0.03 0.04 0.59 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.59 
0.80 -0.03 0.04 0.60 
0.79 -0.03 0.04 0.60 
0.79 -0.03 0.04 0.61 
0.79 -0.03 0.04 0.61 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.79 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.59 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.79 -0.03 0.04 0.61 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.79 -0.03 0.04 0.61 
0.80 -0.03 0.04 0.59 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.59 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.59 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.79 -0.03 0.04 0.61 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.79 -0.03 0.04 0.61 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.81 -0.03 0.04 0.59 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.59 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.79 -0.03 0.04 0.61 
0.80 -0.03 0.04 0.59 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.79 -0.03 0.04 0.61 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.79 -0.03 0.04 0.61 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.59 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.79 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.79 -0.03 0.04 0.61 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.79 -0.03 0.04 0.61 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.79 -0.03 0.04 0.61 
0.80 -0.03 0.04 0.59 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
0.80 -0.03 0.04 0.60 
