161.82 -25.58 -15.51 
86.08 4.05 -0.06 
85.45 3.89 -0.04 
85.54 3.87 -0.02 
85.74 -0.45 4.83 
90.70 3.71 17.05 
80.12 15.54 -4.23 
77.52 0.39 -1.89 
87.41 13.17 12.05 
72.97 8.82 -25.01 
87.28 -6.17 -1.44 
81.97 -15.84 28.13 
78.13 -14.38 39.23 
87.94 -1.04 31.84 
92.32 28.54 25.36 
73.38 48.01 -0.06 
54.57 43.59 -24.10 
56.56 25.37 -29.67 
71.83 10.18 -27.86 
85.97 -13.39 -17.76 
84.18 -20.45 13.19 
86.10 -6.71 34.83 
91.41 12.90 34.71 
78.75 45.34 6.78 
52.74 38.93 -26.97 
56.37 23.03 -35.09 
71.78 11.78 -33.33 
85.14 -0.19 -26.84 
92.61 -10.71 -23.61 
95.67 -25.32 -26.54 
90.68 -37.19 -37.05 
92.75 -11.03 -37.15 
80.63 6.95 -48.35 
79.68 7.80 -43.79 
81.27 4.62 -15.42 
82.90 -0.97 18.70 
81.64 -3.49 57.25 
82.58 -3.34 37.48 
86.13 -1.33 -5.92 
91.30 -8.36 -27.61 
92.65 -29.85 -14.69 
76.47 -60.78 -19.72 
81.98 -25.51 -13.58 
83.55 6.93 -16.17 
72.96 15.36 -17.28 
67.84 29.56 -7.96 
76.37 6.64 -3.88 
86.25 -1.74 -17.10 
85.99 -0.01 -52.94 
85.03 2.63 -74.42 
85.30 1.06 -35.26 
87.49 -3.94 0.06 
83.90 -6.10 40.32 
86.36 -6.05 8.86 
84.08 -24.33 8.03 
68.03 -53.26 0.65 
48.88 -56.29 3.85 
77.93 -27.59 -0.00 
87.05 -5.91 3.39 
77.26 26.37 2.58 
64.86 49.38 -7.90 
68.57 67.33 -12.04 
68.27 56.39 -9.85 
66.89 23.55 -5.17 
71.54 12.26 -37.09 
73.30 11.37 -71.65 
75.17 12.51 -71.44 
80.80 2.85 -26.08 
83.84 -2.70 -0.66 
82.99 -4.41 35.31 
77.91 -5.36 67.53 
74.97 -6.96 53.40 
74.05 -21.65 27.06 
68.67 -40.13 16.69 
54.71 -73.96 -3.40 
-23.81 -81.52 151.04 
9.35 -72.07 26.05 
57.07 -46.73 2.66 
90.33 -13.40 -2.56 
80.03 10.76 -6.33 
66.13 32.83 -11.15 
64.21 52.99 -11.08 
62.90 66.96 -15.83 
79.54 67.52 -9.89 
65.96 19.02 -5.27 
81.94 -0.67 -10.63 
80.17 9.48 -51.29 
74.24 11.39 -79.77 
75.23 9.93 -95.77 
82.03 4.58 -63.39 
85.96 -3.35 -28.75 
86.83 -3.02 -8.21 
83.68 -4.60 36.22 
79.26 -5.17 69.44 
82.51 -1.45 35.55 
80.15 21.46 2.25 
65.50 60.23 -7.72 
73.05 60.38 -7.83 
72.74 9.29 0.96 
88.53 -22.22 -2.51 
73.77 -60.72 -9.86 
-35.72 -86.78 145.77 
27.37 -62.40 11.08 
81.70 -9.80 -3.11 
84.41 1.93 -27.73 
81.50 6.60 -68.70 
76.38 9.06 -90.20 
77.46 7.67 -83.76 
82.19 2.95 -51.90 
86.47 -4.31 -13.40 
82.12 -10.21 27.83 
77.67 -6.64 58.00 
74.46 -5.02 70.46 
81.21 -6.38 37.27 
85.01 -1.14 0.26 
85.83 0.33 -39.34 
84.90 1.86 -70.59 
81.47 5.50 -99.53 
84.30 3.40 -47.86 
84.78 0.10 -8.03 
91.64 -19.01 -3.79 
82.66 -51.44 -12.84 
52.51 -68.13 -3.53 
71.52 -35.62 -3.30 
88.41 -2.15 7.93 
84.03 -2.87 46.47 
92.69 5.71 57.80 
102.54 33.65 39.96 
102.62 50.77 34.76 
95.49 48.65 26.49 
74.21 16.59 3.55 
85.77 -2.55 -14.19 
93.54 -3.42 -52.53 
85.08 2.49 -90.36 
81.41 3.44 -102.32 
88.74 -7.33 -69.48 
92.66 -25.11 -14.71 
81.08 -45.39 -9.13 
79.57 -59.04 -20.23 
75.99 -80.03 -35.84 
64.98 -49.44 -3.68 
82.36 -25.83 4.43 
80.03 -16.75 24.80 
69.40 -14.43 51.20 
65.82 -10.29 65.58 
62.67 -9.59 67.06 
70.38 -10.59 42.06 
86.14 -9.70 5.57 
97.77 -15.35 -38.97 
104.62 -15.93 -74.89 
101.64 -8.80 -110.17 
96.45 -10.99 -69.46 
96.60 -15.67 -27.57 
82.73 -27.79 7.31 
65.33 -58.86 5.25 
-38.03 -85.16 75.24 
-59.15 -82.17 110.30 
29.90 -50.86 25.80 
81.01 -23.12 3.32 
87.09 14.20 5.64 
77.85 30.84 6.17 
84.73 52.64 15.96 
121.06 71.96 37.93 
87.11 51.21 9.61 
69.98 24.71 -3.33 
72.65 13.22 -16.20 
80.54 4.76 -29.04 
86.06 -0.17 -54.68 
83.59 2.84 -98.42 
84.81 1.36 -90.55 
87.06 -1.98 -56.62 
89.37 -6.55 -35.39 
86.56 -13.62 17.30 
76.57 -10.13 46.34 
73.76 -4.12 71.36 
69.91 -4.62 60.35 
78.16 -11.85 21.19 
87.86 -16.83 4.68 
74.21 -43.36 2.62 
